date,change,changeOverTime,changePercent,close,high,label,low,open,symbol,uClose,uHigh,uLow,uOpen,uVolume,volume
2017-06-09,-34.16,0.797684,-3.4014,970.12,1005.5,"Jun 9, 17",953.37,1005.49,GOOGL,970.12,1005.5,953.37,1005.49,3647857,3647857
2017-06-12,-8.31,0.782285,-0.8566,961.81,968.0,"Jun 12, 17",936.8,958.72,GOOGL,961.81,968.0,936.8,958.72,4202109,4202109
2017-06-13,8.69,0.798388,0.9035,970.5,977.91,"Jun 13, 17",962.01,972.04,GOOGL,970.5,977.91,962.01,972.04,2005356,2005356
2017-06-14,-2.57,0.793625,-0.2648,967.93,979.7,"Jun 14, 17",959.51,975.5,GOOGL,967.93,979.7,959.51,975.5,1505486,1505486
2017-06-15,-7.75,0.779264,-0.8007,960.18,960.68,"Jun 15, 17",940.37,948.02,GOOGL,960.18,960.68,940.37,948.02,2427639,2427639
2017-06-16,-1.56,0.776374,-0.1625,958.62,959.95,"Jun 16, 17",948.7,957.91,GOOGL,958.62,959.95,948.7,957.91,2559207,2559207
2017-06-19,16.6,0.807134,1.7317,975.22,979.3,"Jun 19, 17",968.2,969.65,GOOGL,975.22,979.3,968.2,969.65,1468837,1468837
2017-06-20,-6.23,0.79559,-0.6388,968.99,980.79,"Jun 20, 17",968.2,975.31,GOOGL,968.99,980.79,968.2,975.31,1297287,1297287
2017-06-21,9.6,0.813379,0.9907,978.59,979.67,"Jun 21, 17",969.16,970.79,GOOGL,978.59,979.67,969.16,970.79,1161607,1161607
2017-06-22,-1.97,0.809729,-0.2013,976.62,980.5,"Jun 22, 17",973.31,976.87,GOOGL,976.62,980.5,973.31,976.87,1009476,1009476
2017-06-23,9.47,0.827277,0.9697,986.09,986.62,"Jun 23, 17",974.46,975.5,GOOGL,986.09,986.62,974.46,975.5,1563985,1563985
2017-06-26,-14.0,0.801334,-1.4197,972.09,993.99,"Jun 26, 17",970.33,990.0,GOOGL,972.09,993.99,970.33,990.0,1517912,1517912
2017-06-27,-24.0,0.756861,-2.4689,948.09,967.22,"Jun 27, 17",947.09,961.6,GOOGL,948.09,967.22,947.09,961.6,2443602,2443602
2017-06-28,12.92,0.780802,1.3627,961.01,963.24,"Jun 28, 17",936.16,950.66,GOOGL,961.01,963.24,936.16,950.66,2745568,2745568
2017-06-29,-23.19,0.73783,-2.4131,937.82,951.66,"Jun 29, 17",929.6,951.35,GOOGL,937.82,951.66,929.6,951.35,3206674,3206674
2017-06-30,-8.14,0.722746,-0.868,929.68,945.0,"Jun 30, 17",929.61,943.99,GOOGL,929.68,945.0,929.61,943.99,2287662,2287662
2017-07-03,-10.22,0.703808,-1.0993,919.46,934.24,"Jul 3, 17",915.31,933.22,GOOGL,919.46,934.24,915.31,933.22,1694811,1694811
2017-07-05,12.8,0.727527,1.3921,932.26,936.29,"Jul 5, 17",918.63,924.2,GOOGL,932.26,936.29,918.63,924.2,2094055,2094055
2017-07-06,-4.57,0.719059,-0.4902,927.69,936.14,"Jul 6, 17",919.85,925.0,GOOGL,927.69,936.14,919.85,925.0,2014855,2014855
2017-07-07,13.12,0.743371,1.4143,940.81,944.66,"Jul 7, 17",929.79,930.99,GOOGL,940.81,944.66,929.79,930.99,1663302,1663302
2017-07-10,10.19,0.762253,1.0831,951.0,953.13,"Jul 10, 17",941.95,941.95,GOOGL,951.0,953.13,941.95,941.95,1451460,1451460
2017-07-11,2.53,0.766942,0.266,953.53,954.89,"Jul 11, 17",945.12,950.52,GOOGL,953.53,954.89,945.12,950.52,1461247,1461247
2017-07-12,14.13,0.793125,1.4819,967.66,969.63,"Jul 12, 17",957.04,960.86,GOOGL,967.66,969.63,957.04,960.86,1602115,1602115
2017-07-13,1.19,0.79533,0.123,968.85,978.7,"Jul 13, 17",964.8,970.8,GOOGL,968.85,978.7,964.8,970.8,1524571,1524571
2017-07-14,8.06,0.810266,0.8319,976.91,977.54,"Jul 14, 17",970.15,974.0,GOOGL,976.91,977.54,970.15,974.0,1079608,1079608
2017-07-17,-0.95,0.808506,-0.0972,975.96,983.35,"Jul 17, 17",970.8,976.32,GOOGL,975.96,983.35,970.8,976.32,1660464,1660464
2017-07-18,10.99,0.828871,1.1261,986.95,990.85,"Jul 18, 17",972.04,973.36,GOOGL,986.95,990.85,972.04,973.36,1413335,1413335
2017-07-19,5.82,0.839655,0.5897,992.77,995.6,"Jul 19, 17",987.01,990.01,GOOGL,992.77,995.6,987.01,990.01,1412148,1412148
2017-07-20,-0.58,0.838581,-0.0584,992.19,998.68,"Jul 20, 17",984.62,997.0,GOOGL,992.19,998.68,984.62,997.0,1418385,1418385
2017-07-21,1.65,0.841638,0.1663,993.84,995.11,"Jul 21, 17",984.17,989.0,GOOGL,993.84,995.11,984.17,989.0,1463322,1463322
2017-07-24,4.47,0.849921,0.4498,998.31,1006.19,"Jul 24, 17",990.27,994.1,GOOGL,998.31,1006.19,990.27,994.1,3984532,3984532
2017-07-25,-29.28,0.795664,-2.933,969.03,976.73,"Jul 25, 17",963.8,970.7,GOOGL,969.03,976.73,963.8,970.7,5933602,5933602
2017-07-26,-3.72,0.78877,-0.3839,965.31,973.95,"Jul 26, 17",960.23,972.78,GOOGL,965.31,973.95,960.23,972.78,2221625,2221625
2017-07-27,-12.8,0.765051,-1.326,952.51,969.52,"Jul 27, 17",937.06,969.18,GOOGL,952.51,969.52,937.06,969.18,3717900,3717900
2017-07-28,5.82,0.775836,0.611,958.33,961.79,"Jul 28, 17",945.31,947.99,GOOGL,958.33,961.79,945.31,947.99,1813794,1813794
2017-07-31,-12.83,0.752062,-1.3388,945.5,961.19,"Jul 31, 17",941.73,960.0,GOOGL,945.5,961.19,941.73,960.0,2293389,2293389
2017-08-01,1.06,0.754026,0.1121,946.56,954.49,"Aug 1, 17",944.96,947.81,GOOGL,946.56,954.49,944.96,947.81,1332456,1332456
2017-08-02,1.08,0.756027,0.1141,947.64,949.1,"Aug 2, 17",932.52,948.37,GOOGL,947.64,949.1,932.52,948.37,2039418,2039418
2017-08-03,-7.34,0.742426,-0.7746,940.3,950.0,"Aug 3, 17",939.44,949.1,GOOGL,940.3,950.0,939.44,949.1,1123921,1123921
2017-08-04,5.49,0.752599,0.5839,945.79,947.54,"Aug 4, 17",939.8,943.95,GOOGL,945.79,947.54,939.8,943.95,1254574,1254574
2017-08-07,-0.04,0.752525,-0.0042,945.75,948.96,"Aug 7, 17",943.5,947.52,GOOGL,945.75,948.96,943.5,947.52,1445754,1445754
2017-08-08,-1.56,0.749634,-0.1649,944.19,952.49,"Aug 8, 17",942.48,944.29,GOOGL,944.19,952.49,942.48,944.29,1505064,1505064
2017-08-09,-4.11,0.742018,-0.4353,940.08,943.76,"Aug 9, 17",933.92,938.45,GOOGL,940.08,943.76,933.92,938.45,1400852,1400852
2017-08-10,-16.49,0.711461,-1.7541,923.59,936.3,"Aug 10, 17",921.78,935.0,GOOGL,923.59,936.3,921.78,935.0,2707393,2707393
2017-08-11,6.5,0.723506,0.7038,930.09,933.36,"Aug 11, 17",921.22,923.71,GOOGL,930.09,933.36,921.22,923.71,1616708,1616708
2017-08-14,8.84,0.739887,0.9504,938.93,941.04,"Aug 14, 17",934.49,939.07,GOOGL,938.93,941.04,934.49,939.07,1150612,1150612
2017-08-15,-0.85,0.738312,-0.0905,938.08,943.07,"Aug 15, 17",936.64,941.03,GOOGL,938.08,943.07,936.64,941.03,1106484,1106484
2017-08-16,6.19,0.749782,0.6599,944.27,949.9,"Aug 16, 17",940.04,941.25,GOOGL,944.27,949.9,940.04,941.25,1345261,1345261
2017-08-17,-16.61,0.719003,-1.759,927.66,943.81,"Aug 17, 17",927.64,942.95,GOOGL,927.66,943.81,927.64,942.95,1695694,1695694
2017-08-18,-1.48,0.716261,-0.1595,926.18,931.02,"Aug 18, 17",923.45,926.98,GOOGL,926.18,931.02,923.45,926.98,1337404,1337404
2017-08-21,-5.31,0.706421,-0.5733,920.87,928.25,"Aug 21, 17",918.6,925.77,GOOGL,920.87,928.25,918.6,925.77,1301243,1301243
2017-08-22,19.53,0.742611,2.1208,940.4,941.96,"Aug 22, 17",926.17,926.96,GOOGL,940.4,941.96,926.17,926.96,1775099,1775099
2017-08-23,2.18,0.746651,0.2318,942.58,945.43,"Aug 23, 17",935.24,937.0,GOOGL,942.58,945.43,935.24,937.0,1134464,1134464
2017-08-24,-5.69,0.736107,-0.6037,936.89,946.31,"Aug 24, 17",930.74,943.71,GOOGL,936.89,946.31,930.74,943.71,1294559,1294559
2017-08-25,-6.39,0.724266,-0.682,930.5,940.73,"Aug 25, 17",930.1,939.21,GOOGL,930.5,940.73,930.1,939.21,1187313,1187313
2017-08-28,-2.37,0.719874,-0.2547,928.13,934.85,"Aug 28, 17",926.11,931.88,GOOGL,928.13,934.85,926.11,931.88,1049397,1049397
2017-08-29,7.62,0.733994,0.821,935.75,938.19,"Aug 29, 17",919.31,919.95,GOOGL,935.75,938.19,919.31,919.95,1158576,1158576
2017-08-30,7.88,0.748596,0.8421,943.63,945.86,"Aug 30, 17",934.05,935.67,GOOGL,943.63,945.86,934.05,935.67,1120342,1120342
2017-08-31,11.61,0.77011,1.2304,955.24,957.2,"Aug 31, 17",946.25,946.3,GOOGL,955.24,957.2,946.25,946.3,1693313,1693313
2017-09-01,-3.25,0.764088,-0.3402,951.99,958.33,"Sep 1, 17",950.28,957.47,GOOGL,951.99,958.33,950.28,957.47,1042885,1042885
2017-09-05,-10.51,0.744612,-1.104,941.48,951.39,"Sep 5, 17",935.6,946.86,GOOGL,941.48,951.39,935.6,946.86,1460830,1460830
2017-09-06,0.54,0.745613,0.0574,942.02,944.5,"Sep 6, 17",932.68,943.87,GOOGL,942.02,944.5,932.68,943.87,1391529,1391529
2017-09-07,7.87,0.760196,0.8354,949.89,950.5,"Sep 7, 17",937.53,944.25,GOOGL,949.89,950.5,937.53,944.25,1116575,1116575
2017-09-08,-8.48,0.744483,-0.8927,941.41,950.7,"Sep 8, 17",940.01,949.7,GOOGL,941.41,950.7,940.01,949.7,999916,999916
2017-09-11,1.88,0.747966,0.1997,943.29,952.68,"Sep 11, 17",941.0,947.2,GOOGL,943.29,952.68,941.0,947.2,1337365,1337365
2017-09-12,3.36,0.754193,0.3562,946.65,948.09,"Sep 12, 17",937.5,946.92,GOOGL,946.65,948.09,937.5,946.92,1284787,1284787
2017-09-13,3.79,0.761216,0.4004,950.44,952.85,"Sep 13, 17",944.74,945.5,GOOGL,950.44,952.85,944.74,945.5,1095382,1095382
2017-09-14,-10.31,0.742111,-1.0848,940.13,948.03,"Sep 14, 17",938.36,946.0,GOOGL,940.13,948.03,938.36,946.0,1427379,1427379
2017-09-15,-4.84,0.733142,-0.5148,935.29,941.75,"Sep 15, 17",931.25,940.09,GOOGL,935.29,941.75,931.25,940.09,1994265,1994265
2017-09-18,-5.54,0.722876,-0.5923,929.75,936.86,"Sep 18, 17",925.4,935.01,GOOGL,929.75,936.86,925.4,935.01,1473651,1473651
2017-09-19,7.11,0.736051,0.7647,936.86,937.94,"Sep 19, 17",926.66,933.41,GOOGL,936.86,937.94,926.66,933.41,1242726,1242726
